commune,code_departement,dmaj,insee,region,departement,commune_1,appellation_courante,adresse_1,siecle,date_de_protection,precision_sur_la_protection,auteur,statut,description,historique,affectataire,adresse,ancienne_region,reference,contact,longitude,latitude,coordonnees,x_commune_code,x_commune_name,x_epci_code,x_epci_name,x_arrondissement_code,x_arrondissement_name,x_departement_code,x_departement_name,x_region_code,x_region_name
Charlieu,42,2021-02-02,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Pont de pierre sur le Sornin (vieux),,2e quart 15e siècle;2e quart 18e siècle;3e quart 19e siècle,1938/08/08 : inscrit MH,Pont de pierre sur le Sornin (vieux) : inscription par arrêté du 8 août 1938,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117461,mediatheque.patrimoine@culture.gouv.fr,4.17502778663635,46.1560975045891,"46.1560975045891,4.17502778663635",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Charlieu,42,2021-02-02,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Maison,rue Jean-Morel ; anciennement 2 rue Nationale ; rue de Grenette,,1889 : classé MH,Maison : classement par liste de 1889,,,,,,Jean-Morel (rue) ; anciennement Nationale (rue) 2 ; Grenette (rue de,Anciennement région de : Rhône-Alpes,PA00117457,mediatheque.patrimoine@culture.gouv.fr,4.16999781800359,46.1583586008512,"46.1583586008512,4.16999781800359",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Charlieu,42,2021-02-02,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Hôtel-Dieu (ancien),rue Jean-Morel ; rue de l'Hôpital ; rue du Docteur-Vitaut,18e siècle;19e siècle,1985/09/19 : inscrit MH partiellement,"Façades et troitures des bâtiments sur rues ; façades et toitures de l'orangerie ; deux grandes salles des malades ; chapelle ; sacristie ; oratoire des Soeurs ; pharmacie (cad. AR 99, 100) : inscription par arrêté du 19 septembre 1985",,propriété de la commune,,,,Jean-Morel (rue) ; Hôpital (rue de l') ; Docteur-Vitaut (rue du),Anciennement région de : Rhône-Alpes,PA00117452,mediatheque.patrimoine@culture.gouv.fr,4.17065668027212,46.1597649271918,"46.1597649271918,4.17065668027212",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Charlieu,42,2021-08-31,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Abbaye de Charlieu,,11e siècle;12e siècle;15e siècle;1ère moitié 16e siècle,1846 : classé MH ; 1862 : classé MH ; 1885/06/11 : classé MH ; 1889 : classé MH ; 1928/03/14 : classé MH ; 2004/09/02 : classé MH ; 2004/10/18 : classé MH,"Les fresques : classement par liste de 1846 - L'abbaye : classement par liste de 1862 - La tour de la prison (tour Philippe-Auguste) : classement par arrêté du 11 juin 1885 - L'ancienne maison abbatiale, aujourd'hui presbytère : classement par liste de 1889 - Les substructions des anciennes églises Saint-Fortunat, situées sur un terrain de l'abbaye : classement par arrêté du 14 mars 1928 - La tour dite ""de la Gendarmerie"" (partie de l'ancienne abbaye) (cad. AR 20) : classement par arrêté du 2 septembre 2004, modifié par arrêté du 18 octobre 2004",,propriété du département ; propriété de la commune,,"Substructions des anciennes églises : 4e quart 11e siècle, 12e siècle ; Tour de la prison : 12e siècle. La tour de la Gendarmerie vient du renforcement des fortifications du monastère à la fin du 15e siècle. C'est une tour d'habitation occupée jusqu'en 1790 par l'aumônerie. Vendue comme bien national, la tour et le bâti attenant sont abandonnés puis repris par la gendarmerie au cours du Second Empire. En 1920, le bâtiment attenant à la tour est détruit pour permettre l'édification du monument aux morts. La tour a un diamètre de 6 mètres pour une vingtaine de mètres de hauteur. Un escalier intérieur dessert les trois étages. Le premier étage contient une cheminée monumentale et des traces de décor mural peint. La propriété de l'abbaye (anciennement propriété de l'Etat, ministère de la culture) a été transférée au département le 1er janvier 2009.",,,Anciennement région de : Rhône-Alpes,PA00117448,mediatheque.patrimoine@culture.gouv.fr,4.16794950991105,46.1581213699486,"46.1581213699486,4.16794950991105",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Charlieu,42,2021-02-02,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Eglise Saint-Philibert,,,1930/01/06 : inscrit MH,Eglise Saint-Philibert : inscription par arrêté du 6 janvier 1930,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117451,mediatheque.patrimoine@culture.gouv.fr,4.17125787470029,46.1583729452557,"46.1583729452557,4.17125787470029",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Charlieu,42,2021-02-02,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Maison dite des Anglais,32 rue Jean-Morel ; anciennement rue Nationale,,1889 : classé MH,Maison dite des Anglais : classement par liste de 1889,,propriété privée,,,,Jean-Morel (rue) 32 ; anciennement Nationale (rue,Anciennement région de : Rhône-Alpes,PA00117458,mediatheque.patrimoine@culture.gouv.fr,4.17239442575947,46.1596084970065,"46.1596084970065,4.17239442575947",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Charlieu,42,2021-02-02,42052,Auvergne-Rhône-Alpes,Loire,Charlieu,Maison à pans de bois,11 rue des Moulins ; rue du Merle,16e siècle,1965/09/23 : classé MH,Maison à pans de bois (cad. C 800) : classement par arrêté du 23 septembre 1965,,propriété privée,,,,Moulins (rue des) 11 ; Merle (rue du),Anciennement région de : Rhône-Alpes,PA00117459,mediatheque.patrimoine@culture.gouv.fr,4.17033160170254,46.1575730607783,"46.1575730607783,4.17033160170254",42052,Charlieu,200035202,CC du Pays de Charlieu Belmont,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Châteauneuf,42,2021-02-02,42053,Auvergne-Rhône-Alpes,Loire,Châteauneuf,Anciennes usines Marrel,,3e quart 19e siècle,1992/07/20 : classé MH,Cheminée (cad. A 377) : classement par arrêté du 20 juillet 1992,,propriété d'une société privée,,"Les frères Marrel, qui disposaient à Rive-de-Gier d'une usine de forgeage depuis 1853, décidèrent au bout de quelques années de construire une usine nouvelle dont la superficie totale allait finalement couvrir 12 hectares. D'immenses bâtiments pour les laminoirs à tôles, pour les blindages, des marteaux-pilons de 25, 50 et 100 tonnes, puis une fonderie d'acier et une aciérie Martin furent construits. De cette vaste usine, seule subsistait la cheminée, lancée en 1867, haute de 108 m, qui fut pendant de longues années la plus élevée d'Europe. Elle comporte un fût octogonal en brique cerclé de fer, inséré dans une embase carrée de 8 m de côté et 16 m de haut. Les parois du fût font 1, 50 m d'épaisseur. Elle est le seul élément protégé se rapportant à la production dans l'usine Marrel. La maison de la famille Marrel est située à Rive-de-Gier, 38, rue du Professeur-Roux.",,,Anciennement région de : Rhône-Alpes,PA00117684,mediatheque.patrimoine@culture.gouv.fr,4.63426906406054,45.534461031817,"45.534461031817,4.63426906406054",42053,Châteauneuf,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Châtelneuf,42,2020-11-17,42054,Auvergne-Rhône-Alpes,Loire,Châtelneuf,"Eglise (ancienne) , dite aussi chapelle de Fraisse",,16e siècle;18e siècle,1925/02/23 : inscrit MH partiellement ; 1931/07/04 : classé MH,"Porche et sacristie : inscription par arrêté du 23 février 1925 ; Eglise, sauf le porche et la sacristie : classement par arrêté du 4 juillet 1931",,propriété de la commune,,Eglise : 16e siècle ; Porche et sacristie : 18e siècle,,,Anciennement région de : Rhône-Alpes,PA00117462,mediatheque.patrimoine@culture.gouv.fr,,,,42054,Châtelneuf,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Châtelus,42,2021-02-02,42055,Auvergne-Rhône-Alpes,Loire,Châtelus,Château de Chatellus,VC n° 1,2e moitié 17e siècle;4e quart 19e siècle,2004/10/01 : inscrit MH,"Le château en totalité, avec son parc, ses terrasses, les communs, l'escalier couvert et la parcelle A 123 en pied de terrasse (cad. A 123, 190, lieudit le Bourg) : inscription par arrêté du 1er octobre 2004",,propriété privée,,"En ruine à la fin du 16e siècle, le château fut reconstruit au 17e puis remanié au 19e. Il se compose d'un ensemble de bâtiments d'époques diverses, organisés autour d'une cour ouverte. Il comporte un donjon en éperon auquel sont accolés un pavillon et le corps de logis principal. La cuisine fait saillie sur l'aile nord du logis. La grande tour médiévale (13e-14e) est de plan heptagonal irrégulier à l'extérieur, avec des pièces triangulaires à l'intérieur. Elle a été remaniée à l'époque moderne avec des plafonds en fougère et des fenêtres à traverses. Le crénelage du couronnement est une reconstitution des premières années du 20e siècle. Elle flanquait une enceinte polygonale en partie conservée. Le corps de logis et son aile nord ont été construits sans doute dans la seconde moitié du 17e siècle. A la fin du 19e, le logis a été surélevé d'un étage et trois de ses façades ont été restructurées ou reconstruites en style néo-gothique. L'intérieur du logis conserve son état 19e siècle avec plusieurs pièces lambrissées. Un salon possède des boiseries du 18e siècle provenant d'une partie du château détruite au 19e. L'aile nord a été agrandie vers 1904-1906 (cuisine). Un bâtiment de communs est édifié au 19e siècle avec écurie, grange et bûcher sur caves voûtées. Parc à l'anglaise aménagé vers 1880-1890.",,VC n° 1,Anciennement région de : Rhône-Alpes,PA42000022,mediatheque.patrimoine@culture.gouv.fr,4.4657616666084,45.5964190371906,"45.5964190371906,4.4657616666084",42055,Châtelus,200066587,CC des Monts du Lyonnais,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Chazelles-sur-Lavieu,42,2021-02-02,42058,Auvergne-Rhône-Alpes,Loire,Chazelles-sur-Lavieu,Croix,,16e siècle,1926/01/07 : inscrit MH,Croix du 16e siècle située devant l'église : inscription par arrêté du 7 janvier 1926,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117463,mediatheque.patrimoine@culture.gouv.fr,4.00063293235674,45.54017955402,"45.54017955402,4.00063293235674",42058,Chazelles-sur-Lavieu,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Chazelles-sur-Lavieu,42,2020-11-17,42058,Auvergne-Rhône-Alpes,Loire,Chazelles-sur-Lavieu,Eglise,,15e siècle,1926/01/07 : inscrit MH partiellement,Clocher : inscription par arrêté du 7 janvier 1926,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117464,mediatheque.patrimoine@culture.gouv.fr,,,,42058,Chazelles-sur-Lavieu,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Chazelles-sur-Lyon,42,2021-02-02,42059,Auvergne-Rhône-Alpes,Loire,Chazelles-sur-Lyon,Ancienne usine Fléchet,rue Martouret ; rue de la Liberté,1ère moitié 20e siècle,1999/12/17 : inscrit MH,"Les bâtiments construits en 1902 : ateliers, chaufferie et sa cheminée, maison du gardien, sol de la cour, portail et clôture ; le bâtiment des bureaux construit en 1931 (cad. AC 257) : inscription par arrêté du 17 décembre 1999",BAURE Eugène (architecte);;BOSSU Auguste (architecte),propriété du département,,"La ville de Chazelles-sur-Lyon a connu la prospérité grâce à la fabrication des chapeaux de feutre de poil. L'entreprise Fléchet, fondée en 1859, est l'une des plus célèbres. Située à la périphérie de la ville, l'usine a été construite en 1902 par l'architecte lyonnais Eugène Baure (1868-1911) et agrandie en 1927, les deux ensembles étant reliés entre eux par une passerelle au-dessus de la rue. Les bâtiments d'accueil et d'administration ont été modernisés en 1931 par l'architecte stéphanois Auguste Bossu (1885-1946). L'usine, qui fut la plus monumentale de Chazelles, a été bâtie sur un modèle industriel classique pour l'époque avec des ateliers en longueur sur plusieurs niveaux, entourés de hangars. Elle a conservé tout son dispositif d'origine, notamment une importante chaufferie centrale, reliée à une cheminée, qui distribuait eau chaude et vapeur aux ateliers répartis tout autour. La production de chapeaux s'est arrêtée en 1976. Les bâtiments ont servi depuis lors de stockage de matériaux et sont en bon état de conservation.",,Martouret (rue) ; Liberté (rue de la),Anciennement région de : Rhône-Alpes,PA42000005,mediatheque.patrimoine@culture.gouv.fr,4.39491957432116,45.6385246934538,"45.6385246934538,4.39491957432116",42059,Chazelles-sur-Lyon,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Chenereilles,42,2020-11-17,42060,Auvergne-Rhône-Alpes,Loire,Chenereilles,Château,,13e siècle;14e siècle;16e siècle;2e quart 18e siècle;19e siècle,1983/02/21 : classé MH ; 1983/02/21 : inscrit MH partiellement,"Donjon ; façades sur la cour intérieure (cad. A 872) : classement par arrêté du 21 février 1983 ; Château, sauf parties classées (cad. A 872) : inscription par arrêté du 21 février 1983",,propriété privée,,"Donjon ; façades sur la cour intérieure : 13e siècle, 14e siècle, 16e siècle ; Château : 2e quart 18e siècle, 19e siècle",,,Anciennement région de : Rhône-Alpes,PA00117465,mediatheque.patrimoine@culture.gouv.fr,,,,42060,Chenereilles,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Cherier,42,2021-02-02,42061,Auvergne-Rhône-Alpes,Loire,Cherier,Eglise,,12e siècle;16e siècle;17e siècle,1978/09/06 : inscrit MH,L'glise : inscription par arrêté du 6 septembre 1978,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117466,mediatheque.patrimoine@culture.gouv.fr,3.91867363874229,45.979368112327,"45.979368112327,3.91867363874229",42061,Cherier,244200820,CC du Pays dUrfé,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Chevrières,42,2021-02-02,42062,Auvergne-Rhône-Alpes,Loire,Chevrières,Eglise,,16e siècle,1933/07/08 : inscrit MH,Eglise : inscription par arrêté du 8 juillet 1933,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117468,mediatheque.patrimoine@culture.gouv.fr,4.39967248429307,45.5880330888432,"45.5880330888432,4.39967248429307",42062,Chevrières,200066587,CC des Monts du Lyonnais,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Chevrières,42,2021-02-02,42062,Auvergne-Rhône-Alpes,Loire,Chevrières,Château,,2e quart 16e siècle,1964/10/05 : inscrit MH partiellement,Façades et toitures des deux tours et du portail constituant la poterne d'entrée ; médaillon représentant un buste de femme encadré de deux dauphins qui se trouve dans la cour (cad. D 327) : inscription par arrêté du 5 octobre 1964,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117467,mediatheque.patrimoine@culture.gouv.fr,4.39986221980054,45.5876893683567,"45.5876893683567,4.39986221980054",42062,Chevrières,200066587,CC des Monts du Lyonnais,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Cleppé,42,2021-02-02,42066,Auvergne-Rhône-Alpes,Loire,Cleppé,Borne frontière des justices de Cleppé et de Poncins (également sur commune de Poncins),,15e siècle,1934/09/03 : inscrit MH,Borne frontière des justices de Cleppé et de Poncins : inscription par arrêté du 3 septembre 1934,,propriété privée,,,,,Oeuvre sur plusieurs communes : Poncins. Anciennement région de : Rhône-Alpes,PA00117469,mediatheque.patrimoine@culture.gouv.fr,4.17429909136966,45.7455077631367,"45.7455077631367,4.17429909136966",42066,Cleppé,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Cleppé,42,2021-02-02,42066,Auvergne-Rhône-Alpes,Loire,Cleppé,Château des Comtes de Forez (restes de l'ancien),,11e siècle;12e siècle,1971/10/27 : inscrit MH partiellement,Tour (cad. AB 96) : inscription par arrêté du 27 octobre 1971,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117470,mediatheque.patrimoine@culture.gouv.fr,4.18123406745547,45.7702530135729,"45.7702530135729,4.18123406745547",42066,Cleppé,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Colombier,42,2021-02-02,42067,Auvergne-Rhône-Alpes,Loire,Colombier,Croix,,3e quart 17e siècle,1949/12/16 : inscrit MH,Croix datée de 1651 : inscription par arrêté du 16 décembre 1949,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117471,mediatheque.patrimoine@culture.gouv.fr,4.5973874677706,45.3382263296533,"45.3382263296533,4.5973874677706",42067,Colombier,244200622,de la Déôme,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Colombier,42,2021-02-02,42067,Auvergne-Rhône-Alpes,Loire,Colombier,Croix,,1er quart 18e siècle,1949/12/16 : inscrit MH,Croix datée de 1720 sise au-dessus du village : inscription par arrêté du 16 décembre 1949,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117473,mediatheque.patrimoine@culture.gouv.fr,4.59544576221366,45.3364801882097,"45.3364801882097,4.59544576221366",42067,Colombier,244200622,de la Déôme,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
